tweet_id,created_at,text,likes,retweets,sentiment,sentiment_category,hashtag,momentum,momentum_status,user_location,topic_keywords
1000000000000000000,2026-01-08 13:10:47,Demo tweet 1000000000000000000 about #Python (sentiment 0.766),98,90,0.766,Positive,#Python,154.58,Exploding,London,"demo, python, sentiment"
1000000000000000001,2026-01-08 12:24:47,Demo tweet 1000000000000000001 about #Python (sentiment 0.026),186,23,0.026,Neutral,#Python,147.08,Stable,Berlin,"demo, python, sentiment"
1000000000000000002,2026-01-08 12:20:47,Demo tweet 1000000000000000002 about #Python (sentiment -0.348),41,87,-0.348,Negative,#Python,79.16,Stable,London,"demo, python, sentiment"
1000000000000000003,2026-01-08 12:20:47,Demo tweet 1000000000000000003 about #Python (sentiment -0.001),100,10,-0.001,Neutral,#Python,76.97,Stable,Berlin,"demo, python, sentiment"
1000000000000000004,2026-01-08 12:55:47,Demo tweet 1000000000000000004 about #Python (sentiment 0.54),69,30,0.54,Positive,#Python,85.5,Stable,Berlin,"demo, python, sentiment"
1000000000000000005,2026-01-08 12:47:47,Demo tweet 1000000000000000005 about #AI (sentiment 0.013),37,86,0.013,Neutral,#AI,86.49,Stable,,"ai, demo, sentiment"
1000000000000000006,2026-01-08 13:02:47,Demo tweet 1000000000000000006 about #AI (sentiment -0.029),137,96,-0.029,Neutral,#AI,162.23,Exploding,Tokyo,"ai, demo, sentiment"
1000000000000000007,2026-01-08 12:25:47,Demo tweet 1000000000000000007 about #AI (sentiment 0.39),15,18,0.39,Positive,#AI,34.8,Stable,New York,"ai, demo, sentiment"
1000000000000000008,2026-01-08 12:17:47,Demo tweet 1000000000000000008 about #AI (sentiment 0.639),133,38,0.639,Positive,#AI,138.87,Stable,New York,"ai, demo, sentiment"
1000000000000000009,2026-01-08 12:32:47,Demo tweet 1000000000000000009 about #AI (sentiment -0.076),191,72,-0.076,Neutral,#AI,181.82,Exploding,Paris,"ai, demo, sentiment"
1000000000000000010,2026-01-08 12:50:47,Demo tweet 1000000000000000010 about #DataScience (sentiment 0.076),16,84,0.076,Neutral,#DataScience,72.28,Stable,,"datascience, demo, sentiment"
1000000000000000011,2026-01-08 12:37:47,Demo tweet 1000000000000000011 about #DataScience (sentiment 0.327),189,24,0.327,Positive,#DataScience,158.91,Exploding,London,"datascience, demo, sentiment"
1000000000000000012,2026-01-08 12:58:47,Demo tweet 1000000000000000012 about #DataScience (sentiment 0.022),68,86,0.022,Neutral,#DataScience,108.46,Stable,London,"datascience, demo, sentiment"
1000000000000000013,2026-01-08 12:16:47,Demo tweet 1000000000000000013 about #DataScience (sentiment 0.823),124,17,0.823,Positive,#DataScience,123.39,Stable,Paris,"datascience, demo, sentiment"
1000000000000000014,2026-01-08 12:36:47,Demo tweet 1000000000000000014 about #DataScience (sentiment 0.674),46,94,0.674,Positive,#DataScience,118.22,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000015,2026-01-08 13:39:47,Demo tweet 1000000000000000015 about #Python (sentiment 0.146),115,8,0.146,Positive,#Python,90.48,Stable,Tokyo,"demo, python, sentiment"
1000000000000000016,2026-01-08 13:37:47,Demo tweet 1000000000000000016 about #Python (sentiment 0.077),102,7,0.077,Neutral,#Python,78.61,Stable,,"demo, python, sentiment"
1000000000000000017,2026-01-08 13:19:47,Demo tweet 1000000000000000017 about #Python (sentiment 0.451),44,23,0.451,Positive,#Python,60.43,Stable,Tokyo,"demo, python, sentiment"
1000000000000000018,2026-01-08 14:05:47,Demo tweet 1000000000000000018 about #Python (sentiment 0.923),158,44,0.923,Positive,#Python,169.09,Exploding,Tokyo,"demo, python, sentiment"
1000000000000000019,2026-01-08 13:34:47,Demo tweet 1000000000000000019 about #Python (sentiment -0.72),75,35,-0.72,Negative,#Python,55.4,Stable,London,"demo, python, sentiment"
1000000000000000020,2026-01-08 14:05:47,Demo tweet 1000000000000000020 about #AI (sentiment 0.304),131,64,0.304,Positive,#AI,145.62,Stable,London,"ai, demo, sentiment"
1000000000000000021,2026-01-08 13:38:47,Demo tweet 1000000000000000021 about #AI (sentiment -0.538),45,99,-0.538,Negative,#AI,84.66,Stable,,"ai, demo, sentiment"
1000000000000000022,2026-01-08 13:32:47,Demo tweet 1000000000000000022 about #AI (sentiment -0.65),103,68,-0.65,Negative,#AI,100.2,Stable,Tokyo,"ai, demo, sentiment"
1000000000000000023,2026-01-08 13:55:47,Demo tweet 1000000000000000023 about #AI (sentiment 0.058),34,75,0.058,Neutral,#AI,78.04,Stable,Paris,"ai, demo, sentiment"
1000000000000000024,2026-01-08 13:37:47,Demo tweet 1000000000000000024 about #AI (sentiment 0.015),133,93,0.015,Neutral,#AI,158.65,Exploding,Tokyo,"ai, demo, sentiment"
1000000000000000025,2026-01-08 13:24:47,Demo tweet 1000000000000000025 about #DataScience (sentiment 0.254),15,82,0.254,Positive,#DataScience,75.52,Stable,,"datascience, demo, sentiment"
1000000000000000026,2026-01-08 13:29:47,Demo tweet 1000000000000000026 about #DataScience (sentiment 0.365),63,68,0.365,Positive,#DataScience,102.65,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000027,2026-01-08 13:17:47,Demo tweet 1000000000000000027 about #DataScience (sentiment -0.029),47,93,-0.029,Neutral,#DataScience,97.13,Stable,Paris,"datascience, demo, sentiment"
1000000000000000028,2026-01-08 14:01:47,Demo tweet 1000000000000000028 about #DataScience (sentiment 0.074),37,13,0.074,Neutral,#DataScience,37.22,Stable,San Francisco,"datascience, demo, sentiment"
1000000000000000029,2026-01-08 14:06:47,Demo tweet 1000000000000000029 about #DataScience (sentiment 0.567),38,61,0.567,Positive,#DataScience,86.31,Stable,New York,"datascience, demo, sentiment"
1000000000000000030,2026-01-08 14:11:47,Demo tweet 1000000000000000030 about #Python (sentiment 0.9),46,52,0.9,Positive,#Python,95.6,Stable,Paris,"demo, python, sentiment"
1000000000000000031,2026-01-08 14:43:47,Demo tweet 1000000000000000031 about #Python (sentiment 0.51),67,84,0.51,Positive,#Python,121.0,Stable,Berlin,"demo, python, sentiment"
1000000000000000032,2026-01-08 14:52:47,Demo tweet 1000000000000000032 about #Python (sentiment 0.929),166,97,0.929,Positive,#Python,211.97,Exploding,London,"demo, python, sentiment"
1000000000000000033,2026-01-08 15:01:47,Demo tweet 1000000000000000033 about #Python (sentiment 0.719),189,14,0.719,Positive,#Python,163.67,Exploding,Berlin,"demo, python, sentiment"
1000000000000000034,2026-01-08 14:17:47,Demo tweet 1000000000000000034 about #Python (sentiment 0.712),85,22,0.712,Positive,#Python,96.26,Stable,London,"demo, python, sentiment"
1000000000000000035,2026-01-08 14:54:47,Demo tweet 1000000000000000035 about #AI (sentiment -0.268),126,42,-0.268,Negative,#AI,109.56,Stable,Tokyo,"ai, demo, sentiment"
1000000000000000036,2026-01-08 15:00:47,Demo tweet 1000000000000000036 about #AI (sentiment -0.642),57,21,-0.642,Negative,#AI,35.34,Stable,New York,"ai, demo, sentiment"
1000000000000000037,2026-01-08 15:10:47,Demo tweet 1000000000000000037 about #AI (sentiment 0.66),151,22,0.66,Positive,#AI,140.9,Stable,New York,"ai, demo, sentiment"
1000000000000000038,2026-01-08 14:42:47,Demo tweet 1000000000000000038 about #AI (sentiment 0.804),176,50,0.804,Positive,#AI,182.32,Exploding,New York,"ai, demo, sentiment"
1000000000000000039,2026-01-08 14:39:47,Demo tweet 1000000000000000039 about #AI (sentiment 0.322),137,78,0.322,Positive,#AI,160.16,Exploding,Tokyo,"ai, demo, sentiment"
1000000000000000040,2026-01-08 15:06:47,Demo tweet 1000000000000000040 about #DataScience (sentiment 0.194),153,15,0.194,Positive,#DataScience,123.42,Stable,New York,"datascience, demo, sentiment"
1000000000000000041,2026-01-08 14:58:47,Demo tweet 1000000000000000041 about #DataScience (sentiment -0.055),66,29,-0.055,Neutral,#DataScience,64.85,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000042,2026-01-08 14:16:47,Demo tweet 1000000000000000042 about #DataScience (sentiment 0.713),141,58,0.713,Positive,#DataScience,160.69,Exploding,Paris,"datascience, demo, sentiment"
1000000000000000043,2026-01-08 14:54:47,Demo tweet 1000000000000000043 about #DataScience (sentiment 0.57),195,49,0.57,Positive,#DataScience,187.9,Exploding,London,"datascience, demo, sentiment"
1000000000000000044,2026-01-08 14:15:47,Demo tweet 1000000000000000044 about #DataScience (sentiment 0.921),88,51,0.921,Positive,#DataScience,124.93,Stable,Paris,"datascience, demo, sentiment"
1000000000000000045,2026-01-08 16:03:47,Demo tweet 1000000000000000045 about #Python (sentiment 0.557),170,35,0.557,Positive,#Python,160.21,Exploding,Berlin,"demo, python, sentiment"
1000000000000000046,2026-01-08 15:35:47,Demo tweet 1000000000000000046 about #Python (sentiment 0.383),78,15,0.383,Positive,#Python,76.59,Stable,Tokyo,"demo, python, sentiment"
1000000000000000047,2026-01-08 15:39:47,Demo tweet 1000000000000000047 about #Python (sentiment 0.404),153,11,0.404,Positive,#Python,126.92,Stable,Tokyo,"demo, python, sentiment"
1000000000000000048,2026-01-08 15:57:47,Demo tweet 1000000000000000048 about #Python (sentiment 0.019),168,73,0.019,Neutral,#Python,169.27,Exploding,New York,"demo, python, sentiment"
1000000000000000049,2026-01-08 15:11:47,Demo tweet 1000000000000000049 about #Python (sentiment 0.366),144,11,0.366,Positive,#Python,119.48,Stable,London,"demo, python, sentiment"
1000000000000000050,2026-01-08 15:31:47,Demo tweet 1000000000000000050 about #AI (sentiment 0.963),64,28,0.963,Positive,#AI,93.29,Stable,Berlin,"ai, demo, sentiment"
1000000000000000051,2026-01-08 15:18:47,Demo tweet 1000000000000000051 about #AI (sentiment 0.552),113,50,0.552,Positive,#AI,130.66,Stable,,"ai, demo, sentiment"
1000000000000000052,2026-01-08 15:42:47,Demo tweet 1000000000000000052 about #AI (sentiment 0.28),121,43,0.28,Positive,#AI,123.2,Stable,New York,"ai, demo, sentiment"
1000000000000000053,2026-01-08 15:52:47,Demo tweet 1000000000000000053 about #AI (sentiment 0.506),100,80,0.506,Positive,#AI,141.18,Stable,Paris,"ai, demo, sentiment"
1000000000000000054,2026-01-08 15:16:47,Demo tweet 1000000000000000054 about #AI (sentiment -0.078),43,28,-0.078,Neutral,#AI,47.36,Stable,,"ai, demo, sentiment"
1000000000000000055,2026-01-08 15:24:47,Demo tweet 1000000000000000055 about #DataScience (sentiment 0.634),48,98,0.634,Positive,#DataScience,121.22,Stable,London,"datascience, demo, sentiment"
1000000000000000056,2026-01-08 15:18:47,Demo tweet 1000000000000000056 about #DataScience (sentiment 0.068),48,26,0.068,Neutral,#DataScience,53.84,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000057,2026-01-08 15:36:47,Demo tweet 1000000000000000057 about #DataScience (sentiment -0.085),161,98,-0.085,Neutral,#DataScience,178.75,Exploding,,"datascience, demo, sentiment"
1000000000000000058,2026-01-08 15:29:47,Demo tweet 1000000000000000058 about #DataScience (sentiment 0.731),159,59,0.731,Positive,#DataScience,174.53,Exploding,San Francisco,"datascience, demo, sentiment"
1000000000000000059,2026-01-08 15:34:47,Demo tweet 1000000000000000059 about #DataScience (sentiment 0.14),146,18,0.14,Positive,#DataScience,119.0,Stable,,"datascience, demo, sentiment"
1000000000000000060,2026-01-08 16:53:47,Demo tweet 1000000000000000060 about #Python (sentiment 0.707),21,78,0.707,Positive,#Python,90.51,Stable,,"demo, python, sentiment"
1000000000000000061,2026-01-08 17:02:47,Demo tweet 1000000000000000061 about #Python (sentiment 0.086),35,92,0.086,Neutral,#Python,91.48,Stable,Tokyo,"demo, python, sentiment"
1000000000000000062,2026-01-08 16:13:47,Demo tweet 1000000000000000062 about #Python (sentiment 0.995),88,44,0.995,Positive,#Python,122.25,Stable,San Francisco,"demo, python, sentiment"
1000000000000000063,2026-01-08 17:01:47,Demo tweet 1000000000000000063 about #Python (sentiment 0.022),40,92,0.022,Neutral,#Python,93.06,Stable,Tokyo,"demo, python, sentiment"
1000000000000000064,2026-01-08 16:50:47,Demo tweet 1000000000000000064 about #Python (sentiment 0.684),151,88,0.684,Positive,#Python,187.82,Exploding,Berlin,"demo, python, sentiment"
1000000000000000065,2026-01-08 17:07:47,Demo tweet 1000000000000000065 about #AI (sentiment 0.905),116,89,0.905,Positive,#AI,170.65,Exploding,Paris,"ai, demo, sentiment"
1000000000000000066,2026-01-08 16:34:47,Demo tweet 1000000000000000066 about #AI (sentiment 0.078),183,56,0.078,Neutral,#AI,169.64,Exploding,London,"ai, demo, sentiment"
1000000000000000067,2026-01-08 16:29:47,Demo tweet 1000000000000000067 about #AI (sentiment -0.768),16,26,-0.768,Negative,#AI,6.36,Stable,Tokyo,"ai, demo, sentiment"
1000000000000000068,2026-01-08 16:26:47,Demo tweet 1000000000000000068 about #AI (sentiment -0.898),158,41,-0.898,Negative,#AI,112.36,Stable,,"ai, demo, sentiment"
1000000000000000069,2026-01-08 16:16:47,Demo tweet 1000000000000000069 about #AI (sentiment 0.878),151,33,0.878,Positive,#AI,155.14,Exploding,Berlin,"ai, demo, sentiment"
1000000000000000070,2026-01-08 16:51:47,Demo tweet 1000000000000000070 about #DataScience (sentiment 0.096),95,23,0.096,Neutral,#DataScience,85.48,Stable,London,"datascience, demo, sentiment"
1000000000000000071,2026-01-08 16:37:47,Demo tweet 1000000000000000071 about #DataScience (sentiment 0.583),14,70,0.583,Positive,#DataScience,76.29,Stable,New York,"datascience, demo, sentiment"
1000000000000000072,2026-01-08 16:40:47,Demo tweet 1000000000000000072 about #DataScience (sentiment 0.568),186,8,0.568,Positive,#DataScience,152.84,Exploding,New York,"datascience, demo, sentiment"
1000000000000000073,2026-01-08 16:18:47,Demo tweet 1000000000000000073 about #DataScience (sentiment -0.062),110,9,-0.062,Neutral,#DataScience,81.44,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000074,2026-01-08 16:58:47,Demo tweet 1000000000000000074 about #DataScience (sentiment 0.653),52,52,0.653,Positive,#DataScience,92.39,Stable,London,"datascience, demo, sentiment"
1000000000000000075,2026-01-08 17:29:47,Demo tweet 1000000000000000075 about #Python (sentiment 0.957),78,15,0.957,Positive,#Python,93.81,Stable,New York,"demo, python, sentiment"
1000000000000000076,2026-01-08 17:57:47,Demo tweet 1000000000000000076 about #Python (sentiment -0.652),97,13,-0.652,Negative,#Python,57.44,Stable,,"demo, python, sentiment"
1000000000000000077,2026-01-08 17:25:47,Demo tweet 1000000000000000077 about #Python (sentiment -0.495),164,39,-0.495,Negative,#Python,127.25,Stable,,"demo, python, sentiment"
1000000000000000078,2026-01-08 17:34:47,Demo tweet 1000000000000000078 about #Python (sentiment 0.256),103,78,0.256,Positive,#Python,134.38,Stable,New York,"demo, python, sentiment"
1000000000000000079,2026-01-08 17:37:47,Demo tweet 1000000000000000079 about #Python (sentiment -0.019),113,34,-0.019,Neutral,#Python,102.33,Stable,,"demo, python, sentiment"
1000000000000000080,2026-01-08 18:09:47,Demo tweet 1000000000000000080 about #AI (sentiment -0.963),41,8,-0.963,Negative,#AI,5.41,Stable,Berlin,"ai, demo, sentiment"
1000000000000000081,2026-01-08 18:07:47,Demo tweet 1000000000000000081 about #AI (sentiment 0.968),72,50,0.968,Positive,#AI,114.44,Stable,Berlin,"ai, demo, sentiment"
1000000000000000082,2026-01-08 17:24:47,Demo tweet 1000000000000000082 about #AI (sentiment -0.055),88,45,-0.055,Neutral,#AI,91.45,Stable,Tokyo,"ai, demo, sentiment"
1000000000000000083,2026-01-08 17:42:47,Demo tweet 1000000000000000083 about #AI (sentiment 0.073),51,88,0.073,Neutral,#AI,99.49,Stable,,"ai, demo, sentiment"
1000000000000000084,2026-01-08 17:24:47,Demo tweet 1000000000000000084 about #AI (sentiment 0.702),121,93,0.702,Positive,#AI,170.86,Exploding,,"ai, demo, sentiment"
1000000000000000085,2026-01-08 17:46:47,Demo tweet 1000000000000000085 about #DataScience (sentiment 0.947),56,22,0.947,Positive,#DataScience,83.01,Stable,New York,"datascience, demo, sentiment"
1000000000000000086,2026-01-08 17:45:47,Demo tweet 1000000000000000086 about #DataScience (sentiment -0.461),67,53,-0.461,Negative,#DataScience,70.17,Stable,Berlin,"datascience, demo, sentiment"
1000000000000000087,2026-01-08 17:49:47,Demo tweet 1000000000000000087 about #DataScience (sentiment 0.093),191,25,0.093,Neutral,#DataScience,153.99,Exploding,Berlin,"datascience, demo, sentiment"
1000000000000000088,2026-01-08 17:16:47,Demo tweet 1000000000000000088 about #DataScience (sentiment 0.33),18,34,0.33,Positive,#DataScience,46.3,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000089,2026-01-08 17:22:47,Demo tweet 1000000000000000089 about #DataScience (sentiment 0.986),32,62,0.986,Positive,#DataScience,95.38,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000090,2026-01-08 19:08:47,Demo tweet 1000000000000000090 about #Python (sentiment -0.993),61,32,-0.993,Negative,#Python,35.31,Stable,New York,"demo, python, sentiment"
1000000000000000091,2026-01-08 18:44:47,Demo tweet 1000000000000000091 about #Python (sentiment 0.263),180,32,0.263,Positive,#Python,156.29,Exploding,Berlin,"demo, python, sentiment"
1000000000000000092,2026-01-08 18:57:47,Demo tweet 1000000000000000092 about #Python (sentiment -0.035),51,67,-0.035,Neutral,#Python,81.55,Stable,San Francisco,"demo, python, sentiment"
1000000000000000093,2026-01-08 18:28:47,Demo tweet 1000000000000000093 about #Python (sentiment -0.88),68,39,-0.88,Negative,#Python,48.5,Stable,Paris,"demo, python, sentiment"
1000000000000000094,2026-01-08 18:38:47,Demo tweet 1000000000000000094 about #Python (sentiment -0.105),58,95,-0.105,Negative,#Python,103.95,Stable,Tokyo,"demo, python, sentiment"
1000000000000000095,2026-01-08 19:10:47,Demo tweet 1000000000000000095 about #AI (sentiment -0.949),196,35,-0.949,Negative,#AI,133.23,Stable,London,"ai, demo, sentiment"
1000000000000000096,2026-01-08 18:35:47,Demo tweet 1000000000000000096 about #AI (sentiment 0.041),52,22,0.041,Neutral,#AI,53.03,Stable,San Francisco,"ai, demo, sentiment"
1000000000000000097,2026-01-08 18:16:47,Demo tweet 1000000000000000097 about #AI (sentiment 0.669),90,41,0.669,Positive,#AI,111.77,Stable,London,"ai, demo, sentiment"
1000000000000000098,2026-01-08 18:41:47,Demo tweet 1000000000000000098 about #AI (sentiment 0.786),15,17,0.786,Positive,#AI,45.98,Stable,London,"ai, demo, sentiment"
1000000000000000099,2026-01-08 18:19:47,Demo tweet 1000000000000000099 about #AI (sentiment -0.608),104,11,-0.608,Negative,#AI,62.26,Stable,Paris,"ai, demo, sentiment"
1000000000000000100,2026-01-08 18:36:47,Demo tweet 1000000000000000100 about #DataScience (sentiment 0.565),88,47,0.565,Positive,#DataScience,111.45,Stable,Paris,"datascience, demo, sentiment"
1000000000000000101,2026-01-08 18:38:47,Demo tweet 1000000000000000101 about #DataScience (sentiment 0.178),131,10,0.178,Positive,#DataScience,104.04,Stable,Tokyo,"datascience, demo, sentiment"
1000000000000000102,2026-01-08 18:23:47,Demo tweet 1000000000000000102 about #DataScience (sentiment -0.099),17,39,-0.099,Neutral,#DataScience,36.23,Stable,Paris,"datascience, demo, sentiment"
1000000000000000103,2026-01-08 18:12:47,Demo tweet 1000000000000000103 about #DataScience (sentiment 0.327),134,67,0.327,Positive,#DataScience,150.51,Exploding,New York,"datascience, demo, sentiment"
1000000000000000104,2026-01-08 18:37:47,Demo tweet 1000000000000000104 about #DataScience (sentiment -0.099),153,22,-0.099,Neutral,#DataScience,119.53,Stable,San Francisco,"datascience, demo, sentiment"
1000000000000000105,2026-01-08 20:00:47,Demo tweet 1000000000000000105 about #Python (sentiment 0.051),149,65,0.051,Neutral,#Python,151.33,Exploding,San Francisco,"demo, python, sentiment"
1000000000000000106,2026-01-08 19:52:47,Demo tweet 1000000000000000106 about #Python (sentiment 0.822),108,84,0.822,Positive,#Python,159.06,Exploding,London,"demo, python, sentiment"
1000000000000000107,2026-01-08 19:59:47,Demo tweet 1000000000000000107 about #Python (sentiment 0.262),21,39,0.262,Positive,#Python,49.86,Stable,,"demo, python, sentiment"
1000000000000000108,2026-01-08 20:05:47,Demo tweet 1000000000000000108 about #Python (sentiment 0.273),18,24,0.273,Positive,#Python,37.59,Stable,San Francisco,"demo, python, sentiment"
1000000000000000109,2026-01-08 19:26:47,Demo tweet 1000000000000000109 about #Python (sentiment 0.09),85,17,0.09,Neutral,#Python,74.1,Stable,,"demo, python, sentiment"
1000000000000000110,2026-01-08 19:28:47,Demo tweet 1000000000000000110 about #AI (sentiment 0.851),19,97,0.851,Positive,#AI,106.73,Stable,,"ai, demo, sentiment"
1000000000000000111,2026-01-08 19:31:47,Demo tweet 1000000000000000111 about #AI (sentiment 0.061),193,29,0.061,Neutral,#AI,157.23,Exploding,Berlin,"ai, demo, sentiment"
1000000000000000112,2026-01-08 19:25:47,Demo tweet 1000000000000000112 about #AI (sentiment -0.34),159,8,-0.34,Negative,#AI,106.7,Stable,New York,"ai, demo, sentiment"
1000000000000000113,2026-01-08 19:25:47,Demo tweet 1000000000000000113 about #AI (sentiment 0.514),62,39,0.514,Positive,#AI,86.12,Stable,Berlin,"ai, demo, sentiment"
1000000000000000114,2026-01-08 19:33:47,Demo tweet 1000000000000000114 about #AI (sentiment 0.929),25,24,0.929,Positive,#AI,62.17,Stable,New York,"ai, demo, sentiment"
1000000000000000115,2026-01-08 19:54:47,Demo tweet 1000000000000000115 about #DataScience (sentiment 0.924),61,19,0.924,Positive,#DataScience,83.72,Stable,,"datascience, demo, sentiment"
1000000000000000116,2026-01-08 20:10:47,Demo tweet 1000000000000000116 about #DataScience (sentiment 0.978),107,27,0.978,Positive,#DataScience,123.14,Stable,San Francisco,"datascience, demo, sentiment"
1000000000000000117,2026-01-08 19:15:47,Demo tweet 1000000000000000117 about #DataScience (sentiment -0.94),146,7,-0.94,Negative,#DataScience,78.9,Stable,San Francisco,"datascience, demo, sentiment"
1000000000000000118,2026-01-08 19:16:47,Demo tweet 1000000000000000118 about #DataScience (sentiment -0.069),84,24,-0.069,Neutral,#DataScience,73.53,Stable,,"datascience, demo, sentiment"
1000000000000000119,2026-01-08 19:46:47,Demo tweet 1000000000000000119 about #DataScience (sentiment -0.435),62,60,-0.435,Negative,#DataScience,72.35,Stable,Berlin,"datascience, demo, sentiment"
